# theta phi range e3 ex4
8.690567599999999970e+01 3.372833769999999731e+02 3.848147699999999816e+01 6.817010000000000014e-01 5.951920000000000543e-01
8.736730099999999766e+01 3.236849970000000098e+02 5.721018200000000320e+01 1.139102999999999977e+00 7.742699999999999583e-02
8.847631900000000371e+01 1.394243409999999983e+02 4.741852800000000201e+01 8.985990000000000366e-01 -4.243290000000000117e-01
8.747326300000000288e+01 1.142239799999999939e+01 2.653040000000000020e+01 4.055940000000000101e-01 4.103080000000000060e-01
8.878681600000000174e+01 1.577846800000000087e+02 4.403772099999999767e+01 8.159539999999999571e-01 -5.209209999999999674e-01
8.781896299999999655e+01 1.414276150000000030e+02 4.353569499999999692e+01 8.037309999999999732e-01 3.760199999999999654e-02
8.676876500000000192e+01 4.290827800000000281e+01 4.044712700000000183e+01 7.289080000000000004e-01 6.532780000000000253e-01
8.875578000000000145e+01 2.257742059999999924e+02 4.306131400000000298e+01 7.921949999999999825e-01 -4.784180000000000099e-01
8.917423800000000256e+01 1.949435139999999933e+02 3.438644899999999893e+01 5.846970000000000223e-01 -4.700469999999999926e-01
8.961236800000000358e+01 3.380342660000000024e+02 4.254874300000000176e+01 7.797460000000000502e-01 -9.412310000000000398e-01
8.862826300000000401e+01 1.854414789999999869e+02 5.185418399999999650e+01 1.007551000000000085e+00 -6.283389999999999809e-01
8.611661100000000602e+01 3.460453780000000279e+02 4.459126499999999993e+01 8.294479999999999631e-01 9.927839999999999998e-01
8.678619799999999884e+01 1.357073069999999859e+02 5.332428800000000280e+01 1.043697000000000097e+00 5.162480000000000402e-01
8.860251399999999933e+01 1.881087740000000110e+02 4.015124699999999791e+01 7.217799999999999772e-01 -3.237689999999999735e-01
8.707070799999999622e+01 1.206885510000000039e+02 5.811887699999999768e+01 1.161356999999999973e+00 2.624210000000000154e-01
8.622453799999999546e+01 1.543310510000000022e+02 4.138693099999999703e+01 7.516000000000000458e-01 9.426229999999999887e-01
8.610031999999999641e+01 2.079883089999999868e+02 4.542673200000000122e+01 8.498459999999999903e-01 9.991269999999999873e-01
8.892596899999999494e+01 1.892753370000000075e+02 3.000893800000000056e+01 4.835670000000000246e-01 -2.474419999999999953e-01
8.877149799999999402e+01 1.438633810000000040e+02 3.715941000000000116e+01 6.501679999999999682e-01 -3.412600000000000078e-01
8.694656799999999919e+01 2.364767000000000152e+01 3.457386999999999944e+01 5.890910000000000313e-01 5.997360000000000468e-01
8.813165899999999908e+01 3.069798329999999851e+02 4.864231900000000053e+01 9.286219999999999475e-01 -2.449659999999999893e-01
8.922557100000000219e+01 1.745754829999999913e+02 3.618771100000000018e+01 6.271170000000000355e-01 -5.443799999999999750e-01
8.909981799999999907e+01 3.243133000000000266e+01 3.126377499999999898e+01 5.122430000000000039e-01 -3.545030000000000125e-01
8.743381399999999815e+01 1.655838579999999922e+02 4.328548899999999833e+01 7.976440000000000197e-01 2.581499999999999906e-01
8.965711699999999951e+01 1.581572909999999865e+02 3.275167799999999829e+01 5.465809999999999835e-01 -6.512390000000000123e-01
8.867016999999999882e+01 2.037895809999999983e+02 4.116844499999999840e+01 7.463180000000000369e-01 -3.843320000000000070e-01
8.812993899999999314e+01 2.143825649999999996e+02 3.436612600000000128e+01 5.842209999999999903e-01 3.245399999999999674e-02
8.627899100000000487e+01 3.145433980000000247e+02 4.742939499999999953e+01 8.988660000000000538e-01 8.843750000000000222e-01
8.676459699999999486e+01 3.001639720000000011e+02 5.028647899999999993e+01 9.690100000000000380e-01 5.651340000000000252e-01
8.940015099999999393e+01 1.706586450000000070e+02 4.018007599999999968e+01 7.224739999999999496e-01 -7.508669999999999511e-01
8.674247400000000141e+01 1.535591970000000117e+02 3.537846199999999897e+01 6.080069999999999641e-01 6.950979999999999936e-01
8.741547799999999313e+01 3.414841969999999947e+02 4.059792300000000154e+01 7.325439999999999729e-01 3.044950000000000156e-01
8.647363900000000569e+01 2.410060740000000123e+02 6.074544699999999864e+01 1.225489000000000051e+00 6.364819999999999922e-01
8.761432800000000043e+01 2.059045040000000029e+02 4.112709699999999913e+01 7.453189999999999538e-01 1.897429999999999950e-01
8.746414799999999445e+01 3.427383100000000127e+02 3.394299199999999672e+01 5.743190000000000239e-01 3.566280000000000006e-01
8.738895800000000236e+01 3.234890250000000265e+02 4.574359799999999865e+01 8.575909999999999922e-01 2.485229999999999939e-01
8.741600499999999840e+01 1.941887399999999886e+01 4.077694400000000030e+01 7.368639999999999635e-01 3.019000000000000017e-01
8.630076300000000344e+01 3.225338130000000092e+02 5.982209999999999894e+01 1.202979999999999938e+00 7.662499999999999867e-01
8.812282500000000596e+01 1.633816549999999950e+02 2.887489700000000070e+01 4.578920000000000212e-01 1.197359999999999952e-01
8.887933099999999342e+01 3.539596099999999979e+02 3.628241400000000283e+01 6.293590000000000018e-01 -3.742500000000000271e-01
8.955741100000000188e+01 3.486102240000000165e+02 3.927706799999999987e+01 7.007640000000000535e-01 -8.063329999999999664e-01
8.940682300000000282e+01 3.472927409999999782e+02 4.069135399999999692e+01 7.347979999999999512e-01 -7.700209999999999555e-01
8.790290699999999902e+01 3.106494589999999789e+02 6.630506599999999651e+01 1.359920999999999935e+00 -4.789640000000000009e-01
8.827520199999999306e+01 1.559523320000000126e+02 3.664367899999999878e+01 6.379200000000000426e-01 -7.972799999999999332e-02
8.832732300000000691e+01 3.231418200000000240e+01 4.082477800000000201e+01 7.380179999999999518e-01 -1.908390000000000086e-01
8.778963000000000250e+01 1.942882490000000075e+02 2.997299299999999889e+01 4.827500000000000124e-01 2.497919999999999863e-01
8.737261900000000026e+01 4.360231499999999727e+01 6.531940299999999411e+01 1.336246000000000045e+00 -7.200900000000000356e-02
8.702675499999999431e+01 1.830459799999999859e+01 5.583102699999999885e+01 1.105280000000000040e+00 3.260979999999999990e-01
8.623841099999999926e+01 1.319344839999999976e+02 6.103251499999999652e+01 1.232477999999999962e+00 7.970340000000000202e-01
8.847421900000000505e+01 3.297178549999999859e+02 3.448419899999999672e+01 5.869879999999999542e-01 -1.353699999999999903e-01
8.796232799999999941e+01 3.521777450000000158e+02 5.172660400000000180e+01 1.004413999999999918e+00 -2.053790000000000060e-01
8.686574000000000240e+01 3.185050039999999854e+02 4.123921800000000104e+01 7.480290000000000550e-01 5.948489999999999611e-01
8.653660499999999445e+01 1.426986300000000085e+01 4.007950499999999749e+01 7.200530000000000541e-01 7.795419999999999572e-01
8.676232000000000255e+01 3.120115490000000023e+02 4.011608799999999775e+01 7.209330000000000460e-01 6.590270000000000294e-01
8.777072800000000541e+01 1.598281690000000026e+02 4.261675100000000072e+01 7.813970000000000082e-01 8.032000000000000250e-02
8.950688200000000450e+01 2.159443660000000023e+02 3.855573100000000153e+01 6.834780000000000300e-01 -7.573069999999999524e-01
8.803540800000000388e+01 1.679710179999999866e+02 3.939136599999999788e+01 7.035080000000000222e-01 -7.100000000000000408e-03
8.637491599999999892e+01 3.562006499999999676e+01 5.957650399999999991e+01 1.196986000000000105e+00 7.178510000000000169e-01
8.688679600000000391e+01 2.200780729999999892e+02 5.069439299999999804e+01 9.790360000000000174e-01 4.846599999999999797e-01
8.854318899999999815e+01 2.030214239999999961e+02 4.002543699999999660e+01 7.187510000000000288e-01 -2.892170000000000019e-01
8.752756200000000320e+01 3.046570300000000131e+01 3.205646800000000241e+01 5.304929999999999923e-01 3.455790000000000251e-01
8.631604799999999500e+01 3.377730369999999880e+02 5.507175699999999807e+01 1.086637999999999993e+00 8.023139999999999716e-01
8.696350999999999942e+01 3.394792370000000119e+02 2.992580200000000090e+01 4.816770000000000218e-01 6.105629999999999669e-01
8.776134000000000412e+01 1.484658300000000111e+02 5.920460099999999670e+01 1.187904000000000071e+00 -2.274110000000000020e-01
8.624629400000000601e+01 1.288681349999999952e+02 4.929501400000000189e+01 9.446489999999999609e-01 8.921999999999999931e-01
8.929409599999999614e+01 1.548668790000000115e+02 3.445384500000000116e+01 5.862760000000000193e-01 -5.295790000000000219e-01
8.815664099999999337e+01 1.400698380000000043e+02 3.867704599999999715e+01 6.863820000000000476e-01 -5.753699999999999787e-02
8.667080300000000648e+01 3.280708599999999819e+01 4.286387899999999718e+01 7.873980000000000423e-01 6.893660000000000343e-01
8.819251800000000685e+01 3.283433810000000221e+02 3.057476199999999977e+01 4.964640000000000164e-01 6.462400000000000089e-02
8.618977700000000652e+01 3.178791570000000206e+02 6.436368299999999465e+01 1.313220000000000054e+00 7.968979999999999952e-01
8.737824500000000683e+01 1.454771299999999883e+02 6.119542400000000271e+01 1.236442000000000041e+00 -6.329999999999999906e-04
8.935199099999999817e+01 2.208026160000000004e+02 3.859213499999999897e+01 6.843489999999999851e-01 -6.778330000000000188e-01
8.625629000000000701e+01 1.494380830000000060e+02 3.534626000000000090e+01 6.072490000000000387e-01 9.330770000000000453e-01
8.847003899999999987e+01 1.590422839999999951e+02 3.684647199999999856e+01 6.427329999999999988e-01 -1.818200000000000094e-01
8.910420000000000584e+01 4.568669400000000280e+01 3.314913099999999702e+01 5.558119999999999727e-01 -4.042970000000000175e-01
8.765406699999999773e+01 1.984480100000000107e+02 4.411975199999999830e+01 8.179520000000000124e-01 1.210780000000000051e-01
8.646372399999999914e+01 4.686383299999999963e+01 4.564754899999999793e+01 8.552429999999999755e-01 7.873489999999999656e-01
8.756386200000000031e+01 3.418854059999999890e+02 5.066620300000000299e+01 9.783429999999999627e-01 6.424399999999999555e-02
8.792104000000000497e+01 2.270887580000000128e+02 6.406810199999999611e+01 1.306084999999999940e+00 -4.428980000000000139e-01
8.751843800000000329e+01 1.472546179999999936e+02 5.089410600000000073e+01 9.839459999999999873e-01 8.858499999999999708e-02
8.988479100000000699e+01 1.729800590000000113e+02 5.037586799999999698e+01 9.712070000000000425e-01 -1.369145000000000056e+00
8.783393800000000340e+01 3.389538229999999999e+02 4.803930799999999834e+01 9.138230000000000519e-01 -5.315700000000000286e-02
8.695217200000000446e+01 2.338354319999999973e+02 6.742927400000000659e+01 1.386825999999999892e+00 1.998739999999999961e-01
8.799255100000000596e+01 5.840598399999999657e+01 5.722830100000000186e+01 1.139547000000000088e+00 -3.424079999999999901e-01
8.560180699999999376e+01 1.519906900000000007e+02 3.573619500000000215e+01 6.164450000000000207e-01 1.255649000000000015e+00
8.723142799999999397e+01 1.947348450000000071e+02 2.773520500000000055e+01 4.323319999999999941e-01 5.033830000000000249e-01
8.628545699999999385e+01 2.834925600000000045e+01 5.010000200000000348e+01 9.644270000000000342e-01 8.626129999999999631e-01
8.933189000000000135e+01 1.581709060000000022e+02 4.004028100000000023e+01 7.191079999999999695e-01 -7.102100000000000080e-01
8.671839599999999848e+01 3.200876959999999940e+02 5.272065599999999819e+01 1.028855999999999993e+00 5.667180000000000550e-01
8.640815200000000118e+01 5.180081799999999959e+01 5.451038799999999895e+01 1.072848000000000024e+00 7.475129999999999830e-01
8.826167399999999930e+01 1.051306699999999950e+01 5.110112300000000118e+01 9.890349999999999975e-01 -3.796109999999999762e-01
8.725142200000000514e+01 1.273944149999999951e+02 5.002027199999999851e+01 9.624669999999999614e-01 2.680580000000000185e-01
8.878585099999999386e+01 1.956890060000000062e+02 4.365130299999999863e+01 8.065440000000000387e-01 -5.104060000000000263e-01
8.688154900000000680e+01 1.473870180000000119e+02 3.423713099999999798e+01 5.811990000000000212e-01 6.326690000000000369e-01
8.655228800000000433e+01 3.401219400000000093e+01 4.260434500000000213e+01 7.810960000000000125e-01 7.570320000000000382e-01
8.843937200000000587e+01 3.326156980000000090e+02 2.968702000000000041e+01 4.762549999999999839e-01 -2.898699999999999888e-02
8.870325800000000527e+01 7.165283999999999764e+00 5.282914499999999691e+01 1.031524000000000107e+00 -7.015559999999999574e-01
8.790677599999999359e+01 1.945688409999999919e+02 3.352450900000000189e+01 5.645520000000000538e-01 1.517719999999999902e-01
8.666989100000000690e+01 2.311329859999999883e+02 5.752094900000000166e+01 1.146716999999999986e+00 5.411629999999999496e-01
8.794676900000000330e+01 3.342066649999999868e+02 3.557043999999999784e+01 6.125329999999999941e-01 1.021100000000000063e-01
8.789724400000000060e+01 2.226066299999999956e+02 3.636917900000000259e+01 6.314140000000000308e-01 1.143040000000000028e-01
8.814502799999999638e+01 3.273943029999999794e+02 4.534316499999999905e+01 8.478040000000000020e-01 -1.832370000000000110e-01
8.836803199999999947e+01 7.009395999999999738e+00 4.152519900000000064e+01 7.549439999999999484e-01 -2.278779999999999972e-01
8.636176199999999881e+01 3.917809599999999648e+01 4.189291899999999913e+01 7.638460000000000250e-01 8.658789999999999543e-01
8.990926500000000487e+01 3.395722999999999843e+02 3.544434100000000143e+01 6.095599999999999907e-01 -8.595580000000000442e-01
8.621311400000000447e+01 2.323048579999999959e+02 6.167169899999999672e+01 1.248023000000000104e+00 8.082209999999999672e-01
8.633469700000000557e+01 1.366533939999999916e+02 5.068806599999999918e+01 9.788810000000000011e-01 8.277179999999999538e-01
8.783791800000000194e+01 2.342222910000000127e+02 5.422699599999999975e+01 1.065884999999999971e+00 -1.770849999999999924e-01
8.817413000000000523e+01 1.741848900000000100e+01 4.153048700000000082e+01 7.550719999999999654e-01 -1.220519999999999938e-01
8.726205500000000370e+01 2.079751540000000034e+02 4.028721000000000174e+01 7.250550000000000050e-01 3.905589999999999895e-01
8.757541500000000667e+01 3.126878259999999727e+02 4.354838900000000024e+01 8.040389999999999482e-01 1.746389999999999887e-01
8.674731900000000451e+01 2.123353620000000035e+02 5.030805999999999756e+01 9.695399999999999574e-01 5.755799999999999805e-01
8.647136700000000076e+01 1.926144999999999996e+01 4.028491300000000308e+01 7.249989999999999490e-01 8.134149999999999991e-01
8.642455300000000307e+01 1.860162800000000161e+01 5.197808100000000309e+01 1.010598000000000107e+00 7.606150000000000411e-01
8.757334699999999827e+01 2.084955040000000110e+02 4.241549100000000294e+01 7.765130000000000088e-01 1.930020000000000069e-01
8.645461099999999988e+01 4.260134299999999996e+01 3.215621999999999758e+01 5.327969999999999651e-01 8.365390000000000326e-01
8.786801499999999976e+01 3.441278409999999894e+02 4.806489499999999992e+01 9.144510000000000138e-01 -7.412499999999999645e-02
8.740943500000000199e+01 1.564570479999999861e+02 3.798366800000000154e+01 6.698060000000000125e-01 3.397499999999999964e-01
8.732567799999999636e+01 1.383187479999999994e+02 4.398124399999999667e+01 8.145780000000000243e-01 3.095800000000000218e-01
8.749542300000000239e+01 4.260535600000000045e+01 5.924863200000000063e+01 1.188979000000000008e+00 -4.606699999999999684e-02
8.700962900000000388e+01 4.131679299999999699e+01 6.188790399999999892e+01 1.253276000000000057e+00 2.461119999999999974e-01
8.679801199999999994e+01 1.440619399999999928e+01 4.220750600000000219e+01 7.714689999999999603e-01 6.239430000000000254e-01
8.880079899999999782e+01 1.326138760000000048e+02 4.254858899999999977e+01 7.797429999999999639e-01 -4.904479999999999951e-01
8.686562999999999590e+01 2.399571550000000002e+02 6.159385999999999939e+01 1.246131000000000100e+00 3.516699999999999826e-01
8.623926400000000569e+01 1.669115700000000047e+01 4.608507500000000334e+01 8.659419999999999895e-01 9.154120000000000035e-01
8.786501199999999301e+01 3.261993439999999964e+02 5.113338699999999903e+01 9.898289999999999589e-01 -1.322419999999999984e-01
8.658547000000000082e+01 2.197894359999999949e+02 4.795736999999999739e+01 9.118129999999999846e-01 6.973700000000000454e-01
8.785674899999999354e+01 2.019527520000000038e+02 4.298204400000000192e+01 7.902679999999999705e-01 2.611099999999999879e-02
8.859340600000000165e+01 9.912793000000000632e+00 4.065023500000000212e+01 7.338059999999999583e-01 -3.305040000000000200e-01
8.703245200000000636e+01 3.356782900000000325e+01 5.957758799999999866e+01 1.197011999999999965e+00 2.660759999999999792e-01
8.820826099999999315e+01 1.908841209999999933e+02 2.933602899999999991e+01 4.683030000000000248e-01 7.656799999999999717e-02
8.604484600000000682e+01 2.994377109999999789e+02 6.016635200000000339e+01 1.211376999999999926e+00 9.394569999999999865e-01
8.825141600000000608e+01 3.206474469999999997e+02 4.868384499999999804e+01 9.296410000000000506e-01 -3.184560000000000168e-01
8.867709700000000339e+01 2.321875229999999988e+02 4.502761399999999981e+01 8.400969999999999827e-01 -4.833600000000000119e-01
8.954134700000000180e+01 1.976010939999999891e+02 4.235729899999999759e+01 7.751019999999999577e-01 -8.956499999999999462e-01
8.736658799999999303e+01 2.533159600000000111e+01 5.006840900000000261e+01 9.636500000000000066e-01 1.963100000000000123e-01
8.766592199999999480e+01 2.726761000000000124e+01 3.196290799999999876e+01 5.283339999999999703e-01 2.832720000000000238e-01
9.011911499999999364e+01 2.617041100000000142e+01 2.894789799999999858e+01 4.595369999999999733e-01 -7.323899999999999855e-01
8.675966800000000489e+01 1.359037799999999940e+01 3.152915899999999993e+01 5.183410000000000517e-01 6.978590000000000071e-01
8.629849699999999757e+01 1.877468529999999873e+02 4.511638399999999649e+01 8.422650000000000414e-01 8.861240000000000228e-01
8.815387900000000343e+01 3.629362499999999869e+01 3.232490700000000317e+01 5.366959999999999509e-01 5.457300000000000345e-02
8.686437200000000303e+01 5.404066300000000211e+01 4.568155600000000049e+01 8.560740000000000016e-01 5.543449999999999767e-01
8.629329500000000053e+01 2.224977300000000113e+01 4.783351799999999798e+01 9.087749999999999995e-01 8.733119999999999772e-01
8.678530100000000402e+01 1.892440750000000094e+02 3.805217600000000289e+01 6.714419999999999833e-01 6.602209999999999468e-01
8.667510400000000459e+01 1.540686110000000042e+02 4.630025799999999947e+01 8.712079999999999824e-01 6.588960000000000372e-01
8.697380200000000627e+01 2.967765299999999939e+01 5.437008000000000152e+01 1.069401000000000046e+00 3.815419999999999923e-01
8.842799700000000485e+01 2.970153359999999907e+02 4.863594499999999954e+01 9.284649999999999848e-01 -4.243720000000000270e-01
8.810646800000000667e+01 3.211549679999999967e+02 3.750973299999999711e+01 6.585060000000000358e-01 -1.030299999999999966e-02
8.761320800000000020e+01 2.327862470000000030e+02 5.107145700000000232e+01 9.883060000000000178e-01 2.633299999999999877e-02
8.899365099999999984e+01 2.302045610000000124e+02 5.002869299999999697e+01 9.626740000000000297e-01 -8.067670000000000119e-01
8.892919700000000205e+01 3.901324999999999932e+00 5.253979799999999756e+01 1.024408999999999903e+00 -8.376970000000000249e-01
8.702397399999999550e+01 1.347060789999999884e+02 4.781176500000000118e+01 9.082419999999999938e-01 4.361970000000000014e-01
8.849531000000000347e+01 2.922058699999999831e+01 5.498604900000000129e+01 1.084532999999999969e+00 -6.229660000000000197e-01
8.807729299999999739e+01 2.371124100000000112e+01 3.497543199999999786e+01 5.985209999999999697e-01 4.778600000000000209e-02
8.767266100000000506e+01 1.969228800000000135e+01 4.071936199999999673e+01 7.354739999999999611e-01 1.643209999999999948e-01
8.733470300000000464e+01 3.152357059999999933e+02 4.852095200000000119e+01 9.256419999999999648e-01 2.395740000000000092e-01
8.743220499999999618e+01 1.911481880000000046e+02 4.575617900000000304e+01 8.578980000000000494e-01 2.231690000000000063e-01
8.810604100000000471e+01 1.491827030000000036e+02 3.226082600000000156e+01 5.352149999999999963e-01 7.759800000000000031e-02
8.932031800000000032e+01 3.534631200000000035e+02 3.624360599999999977e+01 6.284399999999999986e-01 -5.931809999999999583e-01
8.662696400000000096e+01 4.478471300000000355e+01 5.577743699999999905e+01 1.103963999999999945e+00 5.906970000000000276e-01
8.712995899999999949e+01 4.979500900000000030e+01 4.176292899999999975e+01 7.606979999999999853e-01 4.456800000000000206e-01
8.609257599999999400e+01 2.984357560000000262e+02 6.175615599999999716e+01 1.250075999999999965e+00 8.919420000000000126e-01
8.606075199999999370e+01 1.350981429999999932e+02 4.017723300000000108e+01 7.224059999999999926e-01 1.032923999999999953e+00
8.786989300000000469e+01 2.058072659999999985e+02 4.481987399999999866e+01 8.350260000000000460e-01 -1.435499999999999970e-02
8.753992499999999666e+01 1.495851509999999962e+02 3.112805099999999925e+01 5.091280000000000250e-01 3.486839999999999939e-01
8.955942100000000039e+01 1.891865980000000036e+02 3.363770600000000144e+01 5.671920000000000295e-01 -6.325460000000000527e-01
8.706386500000000694e+01 2.359479599999999877e+01 5.834799900000000150e+01 1.166962999999999973e+00 2.635350000000000192e-01
8.697766400000000431e+01 3.311585910000000013e+02 5.364470200000000233e+01 1.051574000000000009e+00 3.890230000000000077e-01
8.919976900000000342e+01 3.123840880000000197e+02 4.215202599999999933e+01 7.701240000000000308e-01 -7.005219999999999780e-01
8.898067799999999750e+01 3.358237869999999816e+02 4.267505100000000340e+01 7.828119999999999523e-01 -5.937890000000000112e-01
8.955014400000000308e+01 3.545692280000000096e+02 4.845107399999999842e+01 9.239270000000000538e-01 -1.098406999999999911e+00
8.708660000000000423e+01 3.298734529999999836e+02 5.291619000000000028e+01 1.033663999999999916e+00 3.293440000000000256e-01
8.654686999999999841e+01 1.481926599999999894e+02 4.675550400000000195e+01 8.823530000000000539e-01 7.304399999999999782e-01
8.640675299999999481e+01 2.740740800000000021e+01 4.253871300000000133e+01 7.795029999999999459e-01 8.381060000000000176e-01
8.772818900000000042e+01 1.634718900000000019e+02 3.711864200000000125e+01 6.491989999999999705e-01 1.882399999999999907e-01
9.012737300000000573e+01 2.115801820000000077e+02 3.288426799999999872e+01 5.496579999999999799e-01 -8.746760000000000090e-01
8.950258599999999376e+01 1.727326480000000117e+02 3.146579099999999940e+01 5.168840000000000101e-01 -5.416959999999999553e-01
8.774810200000000293e+01 3.421898199999999690e+01 2.852816299999999927e+01 4.500890000000000168e-01 2.824999999999999734e-01
8.888414400000000626e+01 6.189737300000000175e+01 5.091101700000000108e+01 9.843619999999999592e-01 -7.636399999999999855e-01
8.891326700000000471e+01 3.598084300000000013e+01 3.304407100000000241e+01 5.533700000000000285e-01 -3.122659999999999880e-01
8.619562600000000430e+01 2.104024420000000077e+02 3.732478100000000154e+01 6.541019999999999612e-01 9.638130000000000308e-01
8.618625000000000114e+01 1.998862520000000131e+02 3.299470399999999870e+01 5.522230000000000194e-01 9.622920000000000362e-01
8.672078100000000234e+01 2.214257859999999880e+02 4.273644000000000176e+01 7.843029999999999724e-01 6.625090000000000146e-01
8.834000899999999490e+01 3.448756750000000011e+02 3.406387900000000002e+01 5.771460000000000479e-01 -6.285200000000000509e-02
8.867080599999999890e+01 1.504498330000000124e+02 4.275220399999999898e+01 7.846859999999999946e-01 -4.232509999999999883e-01
8.884672500000000639e+01 9.668001999999999541e+00 2.675897000000000148e+01 4.106440000000000090e-01 -1.442170000000000119e-01
8.697973899999999503e+01 3.079406799999999933e+01 5.224045999999999879e+01 1.017049000000000092e+00 4.066529999999999867e-01
8.589839200000000119e+01 3.522730770000000007e+02 3.354499299999999806e+01 5.650300000000000322e-01 1.099604999999999944e+00
8.576023000000000707e+01 3.048186549999999784e+02 5.974665900000000107e+01 1.201138999999999957e+00 1.138748000000000093e+00
8.831765300000000707e+01 9.189225000000000421e+00 4.949246399999999824e+01 9.494989999999999819e-01 -3.772260000000000058e-01
8.687832400000000632e+01 2.965061519999999859e+02 4.055041700000000304e+01 7.313990000000000213e-01 5.937010000000000343e-01
8.878559599999999818e+01 1.916382380000000012e+02 2.902066599999999852e+01 4.611790000000000056e-01 -1.652889999999999915e-01
8.632618300000000033e+01 3.457440110000000004e+02 5.461708900000000000e+01 1.075469999999999926e+00 7.998420000000000529e-01
8.680509399999999687e+01 2.292621790000000033e+02 5.632718599999999753e+01 1.117453999999999947e+00 4.660150000000000126e-01
8.646581600000000378e+01 3.227399889999999800e+02 3.830864299999999645e+01 6.775679999999999481e-01 8.237980000000000302e-01
8.767777800000000354e+01 1.647187900000000127e+01 4.798707300000000231e+01 9.125419999999999643e-01 4.159500000000000003e-02
8.831313299999999344e+01 2.956593250000000239e+02 4.248009400000000113e+01 7.780810000000000226e-01 -2.181800000000000128e-01
8.682789699999999300e+01 3.318009020000000078e+02 5.868532700000000091e+01 1.175213000000000063e+00 4.190180000000000016e-01
8.842111900000000446e+01 3.024159060000000068e+02 4.195452199999999721e+01 7.653379999999999628e-01 -2.663789999999999769e-01
8.534086399999999628e+01 3.008394569999999817e+02 5.385955899999999730e+01 1.056855000000000100e+00 1.442048999999999914e+00
8.782061000000000206e+01 3.212259470000000192e+02 5.445185899999999890e+01 1.071409999999999973e+00 -1.703840000000000077e-01
8.737875800000000481e+01 3.383081990000000019e+02 2.982893599999999878e+01 4.794760000000000133e-01 4.301610000000000156e-01
8.614041299999999524e+01 4.833910300000000149e+01 4.582797000000000054e+01 8.596540000000000292e-01 9.742560000000000109e-01
8.796826400000000490e+01 1.434063699999999919e+01 4.669463499999999812e+01 8.808629999999999516e-01 -1.072250000000000009e-01
8.701554000000000144e+01 1.666283850000000086e+02 3.504146099999999819e+01 6.000739999999999963e-01 5.635609999999999786e-01
8.691511800000000676e+01 3.166123919999999998e+02 7.331385799999999620e+01 1.525722999999999940e+00 1.329559999999999909e-01
8.758662699999999290e+01 1.705017520000000104e+02 4.168608600000000308e+01 7.588380000000000125e-01 1.965530000000000055e-01
8.769577400000000011e+01 1.214063490000000058e+02 5.144557400000000058e+01 9.975039999999999463e-01 -3.221000000000000252e-02
8.915106500000000267e+01 1.687900080000000003e+02 2.772968099999999936e+01 4.322090000000000098e-01 -2.899909999999999988e-01
8.956534299999999860e+01 1.878428759999999897e+02 4.081326500000000124e+01 7.377399999999999514e-01 -8.593950000000000200e-01
8.664521100000000331e+01 2.212166789999999992e+02 5.061085599999999829e+01 9.769830000000000458e-01 6.356330000000000036e-01
8.733524800000000710e+01 1.465082290000000000e+02 3.463783500000000259e+01 5.905909999999999771e-01 4.117399999999999949e-01
9.201581899999999337e+01 3.333535259999999880e+02 3.493015299999999712e+01 5.974570000000000158e-01 -1.866220999999999908e+00
8.777016199999999913e+01 2.168278000000000105e+01 3.832180600000000226e+01 6.778830000000000133e-01 1.491339999999999888e-01
8.795645399999999370e+01 2.401382159999999999e+02 6.424034899999999482e+01 1.310243000000000047e+00 -4.721739999999999826e-01
8.815185200000000521e+01 1.905208599999999919e+01 3.258657399999999882e+01 5.427539999999999587e-01 5.131499999999999950e-02
8.597047299999999836e+01 5.409609300000000331e+01 6.291846199999999811e+01 1.278277000000000108e+00 9.675479999999999636e-01
8.882426499999999692e+01 3.023221409999999878e+02 5.090135999999999683e+01 9.841239999999999988e-01 -7.260100000000000442e-01
8.712674800000000630e+01 2.634010599999999869e+01 6.034787200000000240e+01 1.215802000000000049e+00 1.888519999999999921e-01
8.842712400000000628e+01 1.479621030000000133e+02 3.244932599999999923e+01 5.395750000000000268e-01 -7.361600000000000088e-02
8.866475499999999954e+01 3.495946519999999964e+02 5.499642500000000211e+01 1.084788000000000086e+00 -7.342180000000000373e-01
8.921677699999999334e+01 1.850682490000000087e+02 4.264916999999999803e+01 7.821839999999999904e-01 -7.244260000000000144e-01
8.767745600000000650e+01 2.155655779999999879e+02 4.972127799999999809e+01 9.551209999999999978e-01 1.081999999999999976e-02
8.879559899999999573e+01 1.933652510000000007e+02 4.403033899999999790e+01 8.157739999999999991e-01 -5.257199999999999651e-01
8.800443300000000590e+01 1.987581110000000137e+02 4.450321100000000030e+01 8.273000000000000353e-01 -8.550000000000000655e-02
8.955609200000000669e+01 1.759102890000000059e+02 4.008187399999999911e+01 7.201100000000000279e-01 -8.311279999999999779e-01
8.739793899999999383e+01 3.191290650000000255e+02 4.495945799999999792e+01 8.384329999999999838e-01 2.546889999999999987e-01
8.828211799999999698e+01 3.425728879999999776e+02 4.611282400000000337e+01 8.666209999999999747e-01 -2.795309999999999739e-01
8.642445100000000480e+01 1.460493290000000002e+02 3.623746500000000026e+01 6.282950000000000479e-01 8.497050000000000436e-01
8.888900399999999991e+01 3.249031410000000051e+02 3.625871500000000225e+01 6.287979999999999681e-01 -3.784910000000000219e-01
8.703385299999999347e+01 4.069662499999999739e+01 5.604258699999999749e+01 1.110471999999999904e+00 3.183099999999999818e-01
