# theta phi range e3 ex4
8.906262399999999957e+01 1.929472939999999994e+02 3.323562600000000344e+01 5.578239999999999865e-01 -3.869909999999999739e-01
8.780477700000000141e+01 3.140470040000000154e+02 4.288779000000000252e+01 7.879779999999999562e-01 5.676900000000000002e-02
8.743173799999999574e+01 3.444220599999999877e+01 5.441798200000000207e+01 1.070578000000000030e+00 8.318699999999999706e-02
8.807847099999999330e+01 1.866842400000000168e+01 5.773270500000000283e+01 1.151902999999999899e+00 -4.114220000000000099e-01
8.578794399999999598e+01 1.926745369999999866e+02 3.604703700000000310e+01 6.237899999999999556e-01 1.165443999999999924e+00
8.919217100000000187e+01 3.308892969999999991e+02 3.347116299999999711e+01 5.633089999999999486e-01 -4.541220000000000256e-01
9.342875999999999692e+01 3.410373079999999959e+02 3.252373899999999907e+01 5.412979999999999459e-01 -2.388997999999999955e+00
8.882606800000000646e+01 5.797257000000000104e+00 5.348621500000000140e+01 1.047678000000000109e+00 -7.981160000000000476e-01
8.654897200000000623e+01 4.337545699999999727e+01 7.333677000000000135e+01 1.526256999999999975e+00 4.166659999999999808e-01
8.795181800000000294e+01 3.987801000000000329e+01 4.685813900000000132e+01 8.848669999999999591e-01 -1.007149999999999990e-01
8.810036499999999648e+01 1.461721420000000080e+02 4.195754800000000273e+01 7.654109999999999525e-01 -9.000400000000000067e-02
8.739859199999999362e+01 3.525806339999999750e+02 4.327912500000000051e+01 7.974900000000000322e-01 2.780050000000000021e-01
8.959750099999999406e+01 3.483087530000000243e+02 4.214134200000000163e+01 7.698650000000000215e-01 -9.197380000000000555e-01
8.716186899999999582e+01 3.242116730000000189e+02 4.832394200000000239e+01 9.208070000000000421e-01 3.467299999999999827e-01
8.706478099999999642e+01 3.140624100000000141e+01 4.407639999999999958e+01 8.168959999999999555e-01 4.564460000000000184e-01
8.842518300000000409e+01 3.537335079999999721e+02 4.834261500000000211e+01 9.212650000000000006e-01 -4.156960000000000099e-01
8.865295799999999815e+01 3.462437850000000026e+02 4.285546399999999778e+01 7.871930000000000316e-01 -4.158290000000000042e-01
8.932311500000000137e+01 3.507166540000000055e+02 3.290544599999999775e+01 5.501500000000000279e-01 -5.001769999999999827e-01
8.607642199999999377e+01 2.207712420000000009e+02 5.256046800000000019e+01 1.024917999999999996e+00 9.765369999999999884e-01
8.663831600000000321e+01 1.620562099999999930e+02 4.195785200000000259e+01 7.654189999999999605e-01 7.137040000000000051e-01
8.883303499999999531e+01 1.862411270000000059e+02 4.070167800000000113e+01 7.350470000000000059e-01 -4.609090000000000131e-01
8.595359799999999950e+01 3.033423290000000065e+02 6.287635399999999919e+01 1.277255999999999947e+00 9.798839999999999772e-01
8.824785400000000379e+01 3.830658799999999786e+01 3.673100099999999912e+01 6.399920000000000053e-01 -6.763800000000000368e-02
8.634441099999999381e+01 5.175781099999999668e+01 3.947942199999999957e+01 7.056230000000000002e-01 8.836859999999999715e-01
8.669016799999999989e+01 4.430327299999999724e+01 6.942168499999999653e+01 1.434236000000000066e+00 3.648899999999999921e-01
8.928967299999999341e+01 3.392942330000000197e+02 4.026581500000000347e+01 7.245390000000000441e-01 -6.943179999999999907e-01
8.841766699999999446e+01 1.936636560000000031e+02 4.629476700000000022e+01 8.710729999999999862e-01 -3.631030000000000091e-01
8.747694099999999651e+01 1.599679079999999942e+02 4.047723299999999824e+01 7.296340000000000048e-01 2.730549999999999922e-01
8.787488199999999949e+01 1.169075210000000027e+02 6.094839600000000246e+01 1.230429999999999913e+00 -3.424289999999999834e-01
8.563540199999999913e+01 1.991803930000000094e+02 3.583614000000000033e+01 6.188050000000000495e-01 1.239726000000000106e+00
8.875519099999999639e+01 3.277799420000000055e+02 3.500499899999999798e+01 5.992159999999999709e-01 -2.826620000000000243e-01
8.736536399999999958e+01 1.918180759999999907e+02 4.212564499999999867e+01 7.694849999999999746e-01 3.119739999999999736e-01
8.767158499999999322e+01 2.016636000000000095e+01 4.805762200000000206e+01 9.142719999999999736e-01 4.407300000000000106e-02
8.637063700000000210e+01 3.190266599999999926e+02 4.289876699999999943e+01 7.882449999999999735e-01 8.564209999999999878e-01
8.928235499999999547e+01 1.637969750000000033e+02 4.710153100000000137e+01 8.908300000000000107e-01 -8.952320000000000277e-01
8.895380299999999352e+01 8.000783000000000200e+00 3.396455799999999670e+01 5.748229999999999729e-01 -3.536520000000000219e-01
8.926147899999999424e+01 1.715942839999999876e+02 4.892947900000000061e+01 9.356719999999999482e-01 -9.384500000000000064e-01
8.659216100000000438e+01 1.886706609999999955e+02 4.782649800000000084e+01 9.086030000000000495e-01 6.945149999999999935e-01
8.705145199999999761e+01 1.630573180000000093e+02 3.430403400000000147e+01 5.827660000000000062e-01 5.508920000000000483e-01
8.701604600000000289e+01 3.207749529999999822e+02 5.021217200000000247e+01 9.671840000000000437e-01 4.106369999999999743e-01
8.613081400000000087e+01 2.161564539999999965e+02 5.358238599999999963e+01 1.050041999999999920e+00 9.347180000000000488e-01
8.881698900000000663e+01 2.394755169999999964e+02 5.358854399999999885e+01 1.050192999999999932e+00 -7.950880000000000170e-01
8.743626000000000431e+01 2.409603529999999978e+02 5.379443899999999701e+01 1.055253999999999914e+00 9.099100000000000243e-02
8.703912699999999347e+01 3.337093790000000126e+02 4.638558100000000195e+01 8.732959999999999612e-01 4.444839999999999902e-01
8.607949800000000096e+01 3.236328720000000203e+02 5.867537699999999745e+01 1.174970000000000070e+00 9.284459999999999935e-01
8.946012500000000500e+01 2.010919790000000091e+02 3.430424599999999913e+01 5.827710000000000390e-01 -6.051250000000000240e-01
8.968760000000000332e+01 1.128258399999999995e+01 3.508346900000000090e+01 6.010619999999999852e-01 -7.391560000000000352e-01
8.859590000000000032e+01 2.086499039999999923e+02 3.869910999999999746e+01 6.869100000000000206e-01 -2.868660000000000099e-01
8.701476800000000367e+01 3.355897509999999784e+02 3.344497599999999693e+01 5.626989999999999492e-01 5.733580000000000343e-01
8.718959599999999455e+01 3.332615690000000086e+02 3.000510600000000139e+01 4.834800000000000209e-01 5.116159999999999597e-01
8.679869300000000010e+01 3.069114900000000148e+02 6.667206000000000188e+01 1.368714999999999904e+00 3.247300000000000186e-01
8.628812399999999627e+01 1.442576880000000017e+02 4.504675300000000249e+01 8.405639999999999779e-01 8.924579999999999735e-01
8.752332300000000487e+01 1.501887350000000083e+02 4.217064200000000085e+01 7.705760000000000387e-01 2.242530000000000079e-01
8.786113000000000284e+01 2.545356200000000158e+01 3.108160900000000026e+01 5.080630000000000424e-01 2.052140000000000075e-01
8.763390900000000272e+01 3.279674549999999726e+02 3.357560000000000144e+01 5.657429999999999959e-01 2.800489999999999924e-01
8.459270300000000020e+01 3.377265590000000088e+02 2.906373900000000177e+01 4.621509999999999785e-01 1.623245999999999967e+00
8.802700299999999345e+01 1.320715690000000109e+02 4.295105300000000170e+01 7.895149999999999668e-01 -6.844100000000000183e-02
8.648648000000000025e+01 1.375298699999999918e+01 3.175878300000000110e+01 5.236279999999999824e-01 8.216020000000000545e-01
8.754973200000000588e+01 1.418700819999999965e+02 5.241591799999999779e+01 1.021363000000000021e+00 4.237400000000000194e-02
8.717789600000000405e+01 2.147498720000000105e+02 5.215147600000000239e+01 1.014861000000000013e+00 2.824320000000000164e-01
8.996971499999999367e+01 6.902631000000000405e+00 3.231738800000000111e+01 5.365229999999999722e-01 -7.818310000000000537e-01
8.911874600000000157e+01 3.529059340000000020e+02 4.571698399999999651e+01 8.569400000000000350e-01 -7.578780000000000516e-01
8.848440700000000447e+01 3.324322920000000181e+02 3.560222900000000124e+01 6.132830000000000226e-01 -1.630989999999999940e-01
8.731175700000000006e+01 2.098750100000000174e+01 3.305504799999999932e+01 5.536250000000000338e-01 4.365950000000000109e-01
8.625937000000000410e+01 1.211190030000000064e+02 6.812315399999999954e+01 1.403378000000000014e+00 7.041060000000000096e-01
8.685053600000000529e+01 3.278936820000000125e+02 5.201353199999999788e+01 1.011468999999999951e+00 4.912839999999999985e-01
8.624101000000000283e+01 3.096374000000000137e+01 6.754988899999999319e+01 1.389706000000000108e+00 7.243640000000000079e-01
8.767759300000000167e+01 1.528608629999999948e+02 5.081921100000000280e+01 9.821050000000000058e-01 -9.261000000000000135e-03
8.809590199999999527e+01 3.287167779999999766e+02 5.713367099999999965e+01 1.137227999999999906e+00 -4.096330000000000249e-01
8.610260100000000705e+01 2.945619379999999978e+02 6.201884199999999936e+01 1.256456000000000017e+00 8.824269999999999614e-01
8.841041099999999631e+01 3.208209100000000262e+02 4.184132799999999719e+01 7.625960000000000516e-01 -2.579899999999999971e-01
8.676055100000000664e+01 3.350729339999999752e+02 4.420938699999999955e+01 8.201370000000000049e-01 6.279919999999999947e-01
8.812585799999999381e+01 3.373364869999999769e+02 2.859659800000000018e+01 4.516270000000000007e-01 1.222619999999999957e-01
8.771875300000000664e+01 1.939900289999999927e+02 4.332428399999999868e+01 7.985879999999999646e-01 9.757599999999999607e-02
8.642650999999999328e+01 1.489590919999999983e+02 3.881546199999999658e+01 6.896959999999999757e-01 8.425979999999999581e-01
8.844577999999999918e+01 2.021944790000000012e+02 4.510861200000000082e+01 8.420750000000000179e-01 -3.519079999999999986e-01
8.728699699999999950e+01 3.296864499999999794e+02 3.534673300000000040e+01 6.072600000000000220e-01 4.286889999999999867e-01
8.677455999999999392e+01 4.268888199999999955e+01 4.793862800000000135e+01 9.113529999999999687e-01 5.841830000000000078e-01
8.800914400000000626e+01 3.194239929999999958e+02 4.859117400000000231e+01 9.273660000000000236e-01 -1.696940000000000115e-01
8.648018500000000586e+01 5.540009299999999826e+01 4.945495600000000280e+01 9.485780000000000323e-01 7.481440000000000312e-01
8.713147200000000225e+01 1.240130029999999977e+02 6.089311599999999913e+01 1.229084000000000065e+00 1.767150000000000110e-01
8.790364200000000494e+01 8.311334000000000444e+00 4.814770599999999945e+01 9.164830000000000476e-01 -9.715500000000000524e-02
8.928424400000000105e+01 1.676931040000000053e+02 3.357639000000000351e+01 5.657619999999999871e-01 -5.004920000000000480e-01
8.745664399999999716e+01 1.606207170000000133e+02 4.072983200000000181e+01 7.357270000000000199e-01 2.806060000000000221e-01
8.719448800000000688e+01 3.191926639999999793e+02 4.339127799999999979e+01 8.002169999999999561e-01 3.911729999999999929e-01
8.757284599999999841e+01 2.017084900000000047e+01 3.052136300000000091e+01 4.952440000000000175e-01 3.395610000000000017e-01
8.658966300000000160e+01 2.681863600000000147e+01 3.858341599999999971e+01 6.841399999999999704e-01 7.585859999999999825e-01
8.848231800000000646e+01 3.538619749999999726e+02 5.022659900000000022e+01 9.675380000000000091e-01 -4.960829999999999962e-01
8.745562800000000436e+01 1.444041170000000136e+02 5.561500199999999694e+01 1.099976999999999983e+00 4.662899999999999684e-02
8.735306599999999833e+01 1.533650010000000066e+02 4.518975400000000064e+01 8.440569999999999462e-01 2.772689999999999877e-01
8.695252999999999588e+01 2.061255610000000047e+02 4.279835599999999829e+01 7.858060000000000045e-01 5.330080000000000373e-01
8.846511399999999981e+01 1.664728540000000123e+02 3.788862499999999756e+01 6.675379999999999647e-01 -2.013330000000000120e-01
8.632143700000000308e+01 5.579998299999999745e+01 5.838773199999999974e+01 1.167934999999999945e+00 7.667709999999999804e-01
8.659950700000000268e+01 3.858040299999999689e+01 5.025358099999999695e+01 9.682009999999999783e-01 6.675039999999999862e-01
9.214114399999999705e+01 3.196936830000000214e+02 3.468923300000000154e+01 5.917980000000000462e-01 -1.913790000000000102e+00
8.758487300000000175e+01 2.931392159999999762e+02 5.503427700000000300e+01 1.085717999999999961e+00 -2.776999999999999955e-02
8.889311700000000371e+01 2.031895419999999888e+02 2.885682100000000005e+01 4.574840000000000018e-01 -2.076280000000000070e-01
8.873158599999999296e+01 1.750670900000000074e+02 3.511053600000000330e+01 6.016989999999999839e-01 -2.735750000000000126e-01
8.624094200000000399e+01 3.106086109999999962e+02 5.174632799999999833e+01 1.004898999999999987e+00 8.782200000000000006e-01
8.791228700000000629e+01 2.345394890000000032e+02 4.775264599999999859e+01 9.067920000000000424e-01 -9.464799999999999602e-02
8.829196100000000058e+01 6.148077200000000175e+01 5.366096999999999895e+01 1.051973000000000047e+00 -4.584280000000000022e-01
8.840902400000000227e+01 3.383830439999999840e+02 4.487806700000000149e+01 8.364460000000000228e-01 -3.254239999999999911e-01
8.753923899999999492e+01 5.858224400000000287e+01 5.300809000000000282e+01 1.035922999999999927e+00 3.855299999999999699e-02
8.796344999999999459e+01 2.085364340000000141e+02 3.687879399999999919e+01 6.434999999999999609e-01 7.300199999999999745e-02
8.818733600000000195e+01 4.052232899999999916e+01 4.889480799999999761e+01 9.348199999999999843e-01 -2.842319999999999847e-01
8.916869400000000212e+01 2.120997649999999908e+02 4.582891699999999702e+01 8.596770000000000245e-01 -7.902500000000000080e-01
8.691928400000000465e+01 3.686719300000000032e+01 4.758217400000000197e+01 9.026110000000000522e-01 5.014859999999999873e-01
8.910385599999999329e+01 3.115195090000000278e+02 3.374837600000000037e+01 5.697740000000000027e-01 -4.195989999999999998e-01
8.635943899999999473e+01 2.374418890000000033e+02 5.421086199999999877e+01 1.065487999999999991e+00 7.819559999999999844e-01
8.797852399999999307e+01 3.135563940000000116e+02 5.758521999999999963e+01 1.148290999999999951e+00 -3.407649999999999846e-01
8.751600799999999936e+01 3.448839209999999866e+02 3.360729099999999647e+01 5.664820000000000411e-01 3.354500000000000259e-01
8.904256999999999778e+01 2.845972700000000088e+01 5.178259500000000060e+01 1.005791000000000102e+00 -8.878230000000000288e-01
8.948590099999999836e+01 2.059383200000000045e+02 4.056736999999999682e+01 7.318080000000000140e-01 -8.087910000000000377e-01
8.860491399999999373e+01 3.093130629999999996e+02 4.731988599999999678e+01 8.961810000000000054e-01 -4.985220000000000207e-01
8.658108099999999752e+01 4.731481300000000090e+01 6.426678499999999872e+01 1.310880999999999963e+00 5.166730000000000489e-01
8.794112499999999955e+01 4.880921500000000179e+01 4.374344500000000124e+01 8.087870000000000337e-01 -3.509600000000000219e-02
8.939046000000000447e+01 3.539340779999999995e+02 4.506163800000000208e+01 8.409280000000000088e-01 -8.956809999999999494e-01
8.925540300000000116e+01 3.074148129999999810e+02 3.828945699999999874e+01 6.771099999999999897e-01 -6.188900000000000512e-01
8.813934999999999320e+01 2.289281009999999981e+02 6.340000799999999970e+01 1.289935000000000054e+00 -5.841020000000000101e-01
8.624214100000000371e+01 4.651867599999999925e+01 7.279402000000000328e+01 1.513597000000000081e+00 6.612820000000000364e-01
8.762052500000000066e+01 3.310174420000000168e+02 4.165229699999999724e+01 7.580200000000000271e-01 1.785049999999999970e-01
8.759311300000000244e+01 2.016571120000000121e+02 3.765323899999999924e+01 6.619249999999999856e-01 2.496629999999999960e-01
8.475791599999999448e+01 1.978922169999999880e+02 3.154275700000000171e+01 5.186539999999999484e-01 1.602006999999999959e+00
8.685421499999999639e+01 1.349302289999999971e+02 4.537911700000000081e+01 8.486820000000000475e-01 5.632920000000000149e-01
8.674208099999999888e+01 3.299108449999999948e+02 3.147754099999999866e+01 5.171540000000000026e-01 7.058809999999999807e-01
8.619069199999999853e+01 1.386161599999999972e+01 3.134805100000000166e+01 5.141780000000000239e-01 9.542580000000000506e-01
8.914889399999999853e+01 3.376361140000000205e+02 4.757757099999999895e+01 9.024980000000000224e-01 -8.300039999999999640e-01
8.766415600000000552e+01 2.133864020000000039e+02 2.922629099999999980e+01 4.658220000000000138e-01 3.116369999999999973e-01
8.745638700000000654e+01 3.640416000000000096e+00 4.050200099999999992e+01 7.302309999999999635e-01 2.837609999999999855e-01
8.718623599999999385e+01 1.246943199999999941e+01 3.851233200000000068e+01 6.824390000000000178e-01 4.493779999999999997e-01
8.700959500000000446e+01 2.073934649999999920e+02 3.612590300000000099e+01 6.256549999999999612e-01 5.592359999999999554e-01
8.677388799999999947e+01 2.032546749999999918e+02 4.015962600000000293e+01 7.219820000000000126e-01 6.525560000000000249e-01
8.859245400000000359e+01 1.388332800000000056e+01 4.819006399999999957e+01 9.175219999999999487e-01 -5.128359999999999586e-01
8.687783799999999701e+01 2.014164670000000115e+02 4.122039900000000046e+01 7.475739999999999608e-01 5.884350000000000414e-01
8.840307900000000529e+01 1.638507419999999968e+02 4.786474900000000332e+01 9.095410000000000439e-01 -3.911200000000000232e-01
8.760221599999999853e+01 3.103379540000000247e+02 5.143153199999999714e+01 9.971590000000000176e-01 2.677099999999999966e-02
8.625017800000000534e+01 3.153596909999999980e+02 4.632826899999999881e+01 8.718930000000000291e-01 9.077370000000000161e-01
8.836815900000000568e+01 3.333561470000000213e+02 3.203335500000000025e+01 5.299599999999999866e-01 -3.886799999999999977e-02
8.615436499999999853e+01 3.501236450000000104e+02 4.291534500000000207e+01 7.886480000000000157e-01 9.768869999999999498e-01
8.673913199999999790e+01 5.140527800000000269e+01 4.523538400000000337e+01 8.451710000000000056e-01 6.311689999999999801e-01
8.678716099999999756e+01 3.181195999999999913e+02 7.330090900000000431e+01 1.525422000000000056e+00 2.324299999999999977e-01
9.423583000000000709e+01 2.116490369999999928e+02 3.340008199999999761e+01 5.616529999999999578e-01 -2.828463999999999867e+00
8.726427499999999782e+01 1.265523800000000065e+01 4.305490499999999798e+01 7.920390000000000486e-01 3.561969999999999859e-01
8.660589799999999627e+01 2.155664140000000089e+02 4.329761100000000340e+01 7.979389999999999539e-01 7.225279999999999481e-01
8.783183099999999399e+01 1.926896040000000028e+02 3.979560299999999984e+01 7.132220000000000226e-01 9.369900000000000451e-02
8.674146399999999346e+01 4.224614299999999645e+01 6.554766600000000665e+01 1.341736000000000040e+00 3.830489999999999728e-01
8.905951199999999801e+01 4.116098900000000071e+01 3.777716099999999955e+01 6.648789999999999978e-01 -5.037760000000000016e-01
8.722252699999999948e+01 1.372584200000000010e+01 5.194951799999999764e+01 1.009894999999999987e+00 2.572389999999999954e-01
8.790269100000000435e+01 2.073006389999999897e+02 3.607271699999999726e+01 6.243969999999999798e-01 1.161490000000000022e-01
8.783394199999999330e+01 4.549401399999999995e+01 4.423372499999999974e+01 8.207299999999999596e-01 1.679599999999999843e-02
8.631403699999999901e+01 3.046986309999999776e+02 6.262179299999999671e+01 1.271087000000000078e+00 7.270609999999999573e-01
8.833218399999999804e+01 2.252918599999999927e+01 3.419798999999999722e+01 5.802829999999999933e-01 -6.160399999999999904e-02
9.025359299999999507e+01 2.040543140000000051e+02 4.782207199999999858e+01 9.084940000000000238e-01 -1.499617999999999896e+00
8.871323499999999740e+01 1.786144000000000176e+01 5.549820499999999868e+01 1.097110000000000030e+00 -7.794769999999999754e-01
8.849798400000000242e+01 1.776051400000000058e+01 3.655804299999999785e+01 6.358890000000000375e-01 -1.898009999999999975e-01
8.724615300000000673e+01 1.920256430000000023e+02 4.925587199999999655e+01 9.436870000000000536e-01 2.825019999999999754e-01
8.652302000000000248e+01 3.158194100000000049e+01 4.648615499999999656e+01 8.757580000000000364e-01 7.465990000000000126e-01
8.935289699999999868e+01 1.920952880000000107e+02 3.565137200000000206e+01 6.144429999999999614e-01 -5.922789999999999999e-01
8.786723000000000638e+01 6.856302999999999592e+00 4.202692100000000153e+01 7.670919999999999961e-01 3.701200000000000323e-02
8.731705100000000641e+01 1.961912599999999998e+02 3.731099999999999994e+01 6.537739999999999663e-01 3.944099999999999828e-01
9.012352300000000582e+01 2.195978699999999861e+01 3.111123500000000064e+01 5.087429999999999453e-01 -8.100049999999999750e-01
8.627459799999999746e+01 2.313683130000000006e+02 6.747097399999999823e+01 1.387821999999999889e+00 7.004329999999999723e-01
8.882753200000000504e+01 3.475659099999999739e+02 4.343598500000000229e+01 8.013050000000000450e-01 -5.283320000000000238e-01
8.675496499999999855e+01 1.966155950000000132e+02 4.519149699999999825e+01 8.440990000000000437e-01 6.224290000000000100e-01
8.674466700000000685e+01 3.324557000000000073e+01 3.450491499999999689e+01 5.874740000000000517e-01 6.972979999999999734e-01
8.696489699999999345e+01 2.062003670000000000e+02 4.988007400000000047e+01 9.590220000000000411e-01 4.464029999999999943e-01
8.964940099999999745e+01 9.151629999999999487e-01 3.600894900000000121e+01 6.228890000000000260e-01 -7.498249999999999638e-01
8.955856599999999901e+01 3.540360059999999862e+02 4.486414200000000108e+01 8.361060000000000159e-01 -9.862360000000000015e-01
8.703645099999999957e+01 3.425184479999999780e+02 3.174342199999999892e+01 5.232740000000000169e-01 5.717569999999999597e-01
8.797182999999999709e+01 1.686746990000000039e+02 3.712699800000000039e+01 6.493980000000000308e-01 6.470800000000000163e-02
8.695094299999999521e+01 1.315696900000000085e+02 4.284371900000000011e+01 7.869080000000000519e-01 5.334480000000000333e-01
8.736932099999999934e+01 3.536555139999999824e+02 5.073187000000000069e+01 9.799579999999999957e-01 1.841220000000000079e-01
8.647842799999999386e+01 3.355858319999999821e+02 5.331586800000000181e+01 1.043490000000000029e+00 7.137620000000000076e-01
8.948331600000000208e+01 1.422929120000000012e+02 4.150336899999999929e+01 7.544159999999999755e-01 -8.366719999999999713e-01
8.912597200000000441e+01 2.119984799999999936e+01 2.970735099999999917e+01 4.767159999999999731e-01 -3.274739999999999873e-01
8.699702899999999772e+01 1.239109999999999978e+01 3.323633499999999685e+01 5.578410000000000313e-01 5.827940000000000342e-01
8.892344199999999432e+01 3.494214440000000081e+02 4.174463200000000285e+01 7.602550000000000141e-01 -5.371759999999999868e-01
8.743786299999999301e+01 3.234866749999999911e+02 5.127028899999999823e+01 9.931940000000000213e-01 1.325900000000000134e-01
8.947400000000000375e+01 2.085866800000000154e+01 2.796795900000000046e+01 4.375310000000000032e-01 -4.300899999999999723e-01
9.220536500000000046e+01 3.357707700000000273e+02 4.126290000000000191e+01 7.486009999999999609e-01 -2.310563000000000144e+00
8.870251199999999869e+01 3.524674420000000055e+02 3.236045399999999717e+01 5.375189999999999690e-01 -1.989160000000000095e-01
8.610557500000000175e+01 2.969185180000000059e+02 5.758451500000000323e+01 1.148274000000000017e+00 9.199800000000000200e-01
9.026365199999999334e+01 2.664826700000000059e+01 2.683848100000000159e+01 4.124030000000000196e-01 -7.181899999999999951e-01
8.898844200000000626e+01 2.045874090000000081e+02 4.042157399999999967e+01 7.282920000000000504e-01 -5.372029999999999861e-01
8.790620099999999582e+01 1.898384039999999970e+02 3.838591600000000170e+01 6.794160000000000199e-01 7.768200000000000105e-02
8.623192199999999730e+01 3.083933240000000069e+02 6.591162300000000585e+01 1.350479999999999903e+00 7.495690000000000408e-01
8.743130899999999883e+01 1.678632839999999931e+02 2.751797699999999836e+01 4.274890000000000079e-01 4.220249999999999835e-01
8.698702400000000523e+01 1.956580840000000023e+02 3.782602899999999835e+01 6.660449999999999982e-01 5.581589999999999607e-01
8.563518799999999942e+01 1.993184669999999983e+02 3.095688099999999920e+01 5.052050000000000152e-01 1.200220999999999982e+00
8.687429299999999444e+01 1.571583090000000027e+02 3.779771800000000326e+01 6.653689999999999882e-01 6.161330000000000418e-01
8.690984000000000265e+01 1.634578030000000126e+02 4.576355000000000217e+01 8.580790000000000362e-01 5.270529999999999937e-01
8.760237800000000163e+01 1.694162199999999885e+01 3.018095399999999984e+01 4.874820000000000264e-01 3.296649999999999858e-01
8.667400100000000407e+01 2.511400000000000077e+01 5.134454699999999860e+01 9.950200000000000156e-01 6.100069999999999659e-01
8.646548599999999851e+01 6.160263599999999684e+01 3.809906500000000307e+01 6.725609999999999644e-01 8.246229999999999949e-01
8.619669100000000128e+01 1.929631870000000049e+02 2.821857699999999980e+01 4.431419999999999804e-01 9.340990000000000126e-01
8.616476600000000019e+01 1.324859769999999912e+02 6.301847899999999925e+01 1.280699000000000032e+00 8.286909999999999554e-01
8.929928999999999917e+01 3.404392139999999927e+02 4.799266699999999730e+01 9.126790000000000180e-01 -9.326240000000000085e-01
8.657575500000000090e+01 3.076477709999999774e+02 5.186436299999999733e+01 1.007800999999999947e+00 6.663350000000000106e-01
8.794034499999999355e+01 2.189639559999999960e+02 3.869637699999999825e+01 6.868440000000000101e-01 5.479400000000000243e-02
8.806063500000000488e+01 1.642614089999999862e+02 2.767490400000000150e+01 4.309870000000000090e-01 1.614800000000000124e-01
8.681485100000000443e+01 3.429103460000000041e+02 5.160543899999999695e+01 1.001435000000000075e+00 5.186899999999999844e-01
8.629215800000000058e+01 2.697692400000000035e+01 3.913810800000000256e+01 6.974299999999999944e-01 9.119869999999999921e-01
8.957489800000000457e+01 1.703835709999999892e+02 2.764609499999999898e+01 4.303440000000000043e-01 -4.628700000000000037e-01
8.641657600000000627e+01 2.377059380000000033e+02 6.092264699999999777e+01 1.229802999999999980e+00 6.741279999999999495e-01
8.788040399999999863e+01 3.360743630000000053e+02 4.208432799999999929e+01 7.684830000000000272e-01 2.875399999999999831e-02
8.673036199999999951e+01 2.415612390000000005e+02 6.042867600000000294e+01 1.217770999999999937e+00 4.623010000000000175e-01
8.952263499999999397e+01 1.519896750000000054e+02 3.218258900000000011e+01 5.334060000000000468e-01 -5.718459999999999654e-01
8.678948300000000415e+01 3.420395899999999756e+01 5.466908999999999708e+01 1.076746999999999899e+00 4.975220000000000198e-01
8.734726899999999716e+01 3.417798980000000029e+02 4.896587900000000104e+01 9.365660000000000096e-01 2.252180000000000015e-01
8.784490599999999461e+01 2.344715689999999881e+02 5.040468299999999857e+01 9.719149999999999734e-01 -1.053570000000000062e-01
8.725663900000000694e+01 2.817869100000000060e+01 5.171276100000000042e+01 1.004073999999999911e+00 2.393299999999999872e-01
8.660341900000000237e+01 2.271475450000000080e+02 4.419489200000000295e+01 8.197839999999999572e-01 7.174549999999999539e-01
8.774471099999999524e+01 4.144545600000000007e+01 5.128162300000000329e+01 9.934730000000000505e-01 -5.981800000000000311e-02
8.909256399999999587e+01 3.438340880000000084e+02 3.210399199999999809e+01 5.315910000000000357e-01 -3.722909999999999831e-01
8.705236499999999467e+01 1.463512059999999906e+02 5.340502200000000244e+01 1.045682000000000000e+00 3.443089999999999762e-01
8.819184799999999314e+01 3.204556279999999902e+02 4.819864499999999907e+01 9.177319999999999922e-01 -2.717269999999999963e-01
8.766825599999999952e+01 3.005617829999999913e+02 6.229688999999999766e+01 1.263206000000000051e+00 -2.254420000000000035e-01
8.685969799999999452e+01 3.235567500000000223e+02 5.342342399999999714e+01 1.046133999999999897e+00 4.678280000000000216e-01
8.909183000000000163e+01 3.476108980000000201e+02 4.994734199999999902e+01 9.606749999999999456e-01 -8.649769999999999959e-01
8.756808200000000397e+01 2.042536760000000129e+02 3.598259900000000044e+01 6.222659999999999858e-01 2.834300000000000153e-01
8.828446900000000142e+01 2.307496680000000140e+02 4.618256099999999975e+01 8.683279999999999887e-01 -2.824490000000000056e-01
8.693826099999999713e+01 1.528571090000000083e+02 3.642802400000000063e+01 6.328080000000000371e-01 5.927470000000000239e-01
8.733333000000000368e+01 3.412183110000000283e+02 5.221784799999999649e+01 1.016493000000000091e+00 1.829860000000000098e-01
8.725846400000000358e+01 2.936047009999999773e+02 6.103498400000000146e+01 1.232537999999999911e+00 8.581999999999999351e-02
8.842884899999999959e+01 1.378623479999999972e+02 3.727899099999999777e+01 6.530129999999999546e-01 -1.699920000000000042e-01
8.797256299999999385e+01 2.373575020000000109e+02 5.790369900000000314e+01 1.156090000000000062e+00 -3.436830000000000163e-01
8.843127300000000446e+01 1.845540630000000135e+02 4.505034500000000008e+01 8.406519999999999548e-01 -3.421919999999999962e-01
8.732460000000000377e+01 3.388624829999999974e+02 5.152107500000000329e+01 9.993610000000000548e-01 1.995699999999999974e-01
8.904049299999999789e+01 2.226704239999999970e+02 4.731410199999999833e+01 8.960399999999999476e-01 -7.577030000000000154e-01
8.778832400000000291e+01 2.265197789999999998e+02 5.992146799999999729e+01 1.205403999999999920e+00 -2.607269999999999865e-01
8.723416100000000029e+01 3.760496700000000203e+01 4.619646199999999681e+01 8.686679999999999957e-01 3.325350000000000250e-01
